cenario_id,geracao_fv_kw,irradiancia_w_m2,carga_kw,no_rede,fator_potencia,tensao_inicial_pu,tensao_resultado_pu,classificacao_risco,origem_resultado
426,2500.0,900.0,1750.0,675,1.0,1.0467656419480598,1.0575794237577867,ATENÇÃO,OPENDSS
427,2500.0,900.0,2000.0,675,1.0,1.0448693989505173,1.056397986307452,ATENÇÃO,OPENDSS
428,2500.0,1000.0,0.0,675,1.0,1.0426313134570546,1.0543762180543832,ATENÇÃO,OPENDSS
429,2500.0,1000.0,250.0,675,1.0,1.0481216271804614,1.053309966288436,ATENÇÃO,OPENDSS
430,2500.0,1000.0,500.0,675,1.0,1.0465566010760377,1.0521658733265438,ATENÇÃO,OPENDSS
431,2500.0,1000.0,750.0,675,1.0,1.0452702884617993,1.0573002501166517,ATENÇÃO,OPENDSS
432,2500.0,1000.0,1000.0,675,1.0,1.0439870094004733,1.0561631873060136,ATENÇÃO,OPENDSS
433,2500.0,1000.0,1250.0,675,1.0,1.0491767244385408,1.0550263327884657,ATENÇÃO,OPENDSS
434,2500.0,1000.0,1500.0,675,1.0,1.04793400185747,1.0537553613391526,ATENÇÃO,OPENDSS
435,2500.0,1000.0,1750.0,675,1.0,1.0467656419480598,1.0526020159376803,ATENÇÃO,OPENDSS
436,2500.0,1000.0,2000.0,675,1.0,1.0448693989505173,1.0575141484195942,ATENÇÃO,OPENDSS
437,3000.0,700.0,0.0,675,1.0,1.0426313134570546,1.0524989016843203,ATENÇÃO,OPENDSS
438,3000.0,700.0,250.0,675,1.0,1.0481216271804614,1.0578526010694462,ATENÇÃO,OPENDSS
439,3000.0,700.0,500.0,675,1.0,1.0465566010760377,1.0567035170079104,ATENÇÃO,OPENDSS
440,3000.0,700.0,750.0,675,1.0,1.0452702884617993,1.0555516200520052,ATENÇÃO,OPENDSS
441,3000.0,700.0,1000.0,675,1.0,1.0439870094004733,1.0542784842089756,ATENÇÃO,OPENDSS
442,3000.0,700.0,1250.0,675,1.0,1.0491767244385408,1.053104251581744,ATENÇÃO,OPENDSS
443,3000.0,700.0,1500.0,675,1.0,1.04793400185747,1.0580965448418271,ATENÇÃO,OPENDSS
444,3000.0,700.0,1750.0,675,1.0,1.0467656419480598,1.05690465854109,ATENÇÃO,OPENDSS
445,3000.0,700.0,2000.0,675,1.0,1.0448693989505173,1.055656056354359,ATENÇÃO,OPENDSS
446,3000.0,800.0,0.0,675,1.0,1.0426313134570546,1.0539621352698867,ATENÇÃO,OPENDSS
447,3000.0,800.0,250.0,675,1.0,1.0481216271804614,1.0526886952384054,ATENÇÃO,OPENDSS
448,3000.0,800.0,500.0,675,1.0,1.0465566010760377,1.0517324637808143,ATENÇÃO,OPENDSS
449,3000.0,800.0,750.0,675,1.0,1.0452702884617993,1.0568675639969183,ATENÇÃO,OPENDSS
450,3000.0,800.0,1000.0,675,1.0,1.0439870094004733,1.0557261337770616,ATENÇÃO,OPENDSS
451,3000.0,800.0,1250.0,675,1.0,1.0491767244385408,1.0545852339518553,ATENÇÃO,OPENDSS
452,3000.0,800.0,1500.0,675,1.0,1.04793400185747,1.0533045134405057,ATENÇÃO,OPENDSS
453,3000.0,800.0,1750.0,675,1.0,1.0467656419480598,1.0521493675153175,ATENÇÃO,OPENDSS
454,3000.0,800.0,2000.0,675,1.0,1.0448693989505173,1.0570678545754015,ATENÇÃO,OPENDSS
455,3000.0,900.0,0.0,675,1.0,1.0426313134570546,1.055191982016765,ATENÇÃO,OPENDSS
456,3000.0,900.0,250.0,675,1.0,1.0481216271804614,1.0541416389951566,ATENÇÃO,OPENDSS
457,3000.0,900.0,500.0,675,1.0,1.0465566010760377,1.0528728052910723,ATENÇÃO,OPENDSS
458,3000.0,900.0,750.0,675,1.0,1.0452702884617993,1.0519349242104863,ATENÇÃO,OPENDSS
459,3000.0,900.0,1000.0,675,1.0,1.0439870094004733,1.0570287742372715,ATENÇÃO,OPENDSS
460,3000.0,900.0,1250.0,675,1.0,1.0491767244385408,1.0558989152621392,ATENÇÃO,OPENDSS
461,3000.0,900.0,1500.0,675,1.0,1.04793400185747,1.0547665233390964,ATENÇÃO,OPENDSS
462,3000.0,900.0,1750.0,675,1.0,1.0467656419480598,1.053501160122858,ATENÇÃO,OPENDSS
463,3000.0,900.0,2000.0,675,1.0,1.0448693989505173,1.0523556197521766,ATENÇÃO,OPENDSS
464,3000.0,1000.0,0.0,675,1.0,1.0426313134570546,1.0563835669023516,ATENÇÃO,OPENDSS
465,3000.0,1000.0,250.0,675,1.0,1.0481216271804614,1.05535982931958,ATENÇÃO,OPENDSS
466,3000.0,1000.0,500.0,675,1.0,1.0465566010760377,1.0543111697366185,ATENÇÃO,OPENDSS
467,3000.0,1000.0,750.0,675,1.0,1.0452702884617993,1.053259637777012,ATENÇÃO,OPENDSS
468,3000.0,1000.0,1000.0,675,1.0,1.0439870094004733,1.0521336790215932,ATENÇÃO,OPENDSS
469,3000.0,1000.0,1250.0,675,1.0,1.0491767244385408,1.057187605487032,ATENÇÃO,OPENDSS
470,3000.0,1000.0,1500.0,675,1.0,1.04793400185747,1.0560672241798679,ATENÇÃO,OPENDSS
471,3000.0,1000.0,1750.0,675,1.0,1.0467656419480598,1.0549458378576497,ATENÇÃO,OPENDSS
472,3000.0,1000.0,2000.0,675,1.0,1.0448693989505173,1.0536939784670578,ATENÇÃO,OPENDSS
473,3500.0,700.0,0.0,675,1.0,1.0426313134570546,1.0541696857640124,ATENÇÃO,OPENDSS
474,3500.0,700.0,250.0,675,1.0,1.0481216271804614,1.0528957717951721,ATENÇÃO,OPENDSS
475,3500.0,700.0,500.0,675,1.0,1.0465566010760377,1.0519496243273239,ATENÇÃO,OPENDSS
476,3500.0,700.0,750.0,675,1.0,1.0452702884617993,1.0570842938941625,ATENÇÃO,OPENDSS
477,3500.0,700.0,1000.0,675,1.0,1.0439870094004733,1.0559450053596966,ATENÇÃO,OPENDSS
478,3500.0,700.0,1250.0,675,1.0,1.0491767244385408,1.0548055196163637,ATENÇÃO,OPENDSS
479,3500.0,700.0,1500.0,675,1.0,1.04793400185747,1.0535302291040982,ATENÇÃO,OPENDSS
480,3500.0,700.0,1750.0,675,1.0,1.0467656419480598,1.0523759359285725,ATENÇÃO,OPENDSS
481,3500.0,700.0,2000.0,675,1.0,1.0448693989505173,1.0572911583692772,ATENÇÃO,OPENDSS
482,3500.0,800.0,0.0,675,1.0,1.0426313134570546,1.0555935192097672,ATENÇÃO,OPENDSS
483,3500.0,800.0,250.0,675,1.0,1.0481216271804614,1.0545516888617468,ATENÇÃO,OPENDSS
484,3500.0,800.0,500.0,675,1.0,1.0465566010760377,1.0534918523379933,ATENÇÃO,OPENDSS
485,3500.0,800.0,750.0,675,1.0,1.0452702884617993,1.0522359731401938,ATENÇÃO,OPENDSS
486,3500.0,800.0,1000.0,675,1.0,1.0439870094004733,1.0574571095152439,ATENÇÃO,OPENDSS
487,3500.0,800.0,1250.0,675,1.0,1.0491767244385408,1.0563312679399033,ATENÇÃO,OPENDSS
488,3500.0,800.0,1500.0,675,1.0,1.04793400185747,1.0552032878433415,ATENÇÃO,OPENDSS
489,3500.0,800.0,1750.0,675,1.0,1.0467656419480598,1.0539587302120068,ATENÇÃO,OPENDSS
490,3500.0,800.0,2000.0,675,1.0,1.0448693989505173,1.052803766655695,ATENÇÃO,OPENDSS
491,3500.0,900.0,0.0,675,1.0,1.0426313134570546,1.056964456562027,ATENÇÃO,OPENDSS
492,3500.0,900.0,250.0,675,1.0,1.0481216271804614,1.0559477984486714,ATENÇÃO,OPENDSS
493,3500.0,900.0,500.0,675,1.0,1.0465566010760377,1.0549166567264194,ATENÇÃO,OPENDSS
494,3500.0,900.0,750.0,675,1.0,1.0452702884617993,1.0538739771110703,ATENÇÃO,OPENDSS
495,3500.0,900.0,1000.0,675,1.0,1.0439870094004733,1.0526268159450405,ATENÇÃO,OPENDSS
496,3500.0,900.0,1250.0,675,1.0,1.0491767244385408,1.0578221688527119,ATENÇÃO,OPENDSS
497,3500.0,900.0,1500.0,675,1.0,1.04793400185747,1.0567083368479813,ATENÇÃO,OPENDSS
498,3500.0,900.0,1750.0,675,1.0,1.0467656419480598,1.0555920091908424,ATENÇÃO,OPENDSS
499,3500.0,900.0,2000.0,675,1.0,1.0448693989505173,1.0544761797763067,ATENÇÃO,OPENDSS
500,3500.0,1000.0,0.0,675,1.0,1.0426313134570546,1.051659771305688,ATENÇÃO,OPENDSS
501,3500.0,1000.0,250.0,675,1.0,1.0481216271804614,1.0570034245445377,ATENÇÃO,OPENDSS
502,3500.0,1000.0,500.0,675,1.0,1.0465566010760377,1.0562941098573986,ATENÇÃO,OPENDSS
503,3500.0,1000.0,750.0,675,1.0,1.0452702884617993,1.0552778069973863,ATENÇÃO,OPENDSS
504,3500.0,1000.0,1000.0,675,1.0,1.0439870094004733,1.0542489556327013,ATENÇÃO,OPENDSS
505,3500.0,1000.0,1250.0,675,1.0,1.0491767244385408,1.0532109289723017,ATENÇÃO,OPENDSS
506,3500.0,1000.0,1500.0,675,1.0,1.04793400185747,1.0521024631462514,ATENÇÃO,OPENDSS
507,3500.0,1000.0,1750.0,675,1.0,1.0467656419480598,1.0570778278944215,ATENÇÃO,OPENDSS
508,3500.0,1000.0,2000.0,675,1.0,1.0448693989505173,1.055973205509647,ATENÇÃO,OPENDSS
509,4000.0,800.0,0.0,675,1.0,1.0426313134570546,1.0568684320733213,ATENÇÃO,OPENDSS
510,4000.0,800.0,250.0,675,1.0,1.0481216271804614,1.0561437193508088,ATENÇÃO,OPENDSS
511,4000.0,800.0,500.0,675,1.0,1.0465566010760377,1.0551165007651377,ATENÇÃO,OPENDSS
512,4000.0,800.0,750.0,675,1.0,1.0452702884617993,1.0540773828222794,ATENÇÃO,OPENDSS
513,4000.0,800.0,1000.0,675,1.0,1.0439870094004733,1.0528300453777713,ATENÇÃO,OPENDSS
514,4000.0,800.0,1250.0,675,1.0,1.0491767244385408,1.0519063235626656,ATENÇÃO,OPENDSS
515,4000.0,800.0,1500.0,675,1.0,1.04793400185747,1.0569206733601946,ATENÇÃO,OPENDSS
516,4000.0,800.0,1750.0,675,1.0,1.0467656419480598,1.0558061973520567,ATENÇÃO,OPENDSS
517,4000.0,800.0,2000.0,675,1.0,1.0448693989505173,1.0546917130316558,ATENÇÃO,OPENDSS
518,4000.0,900.0,0.0,675,1.0,1.0426313134570546,1.0523469360227662,ATENÇÃO,OPENDSS
519,4000.0,900.0,250.0,675,1.0,1.0481216271804614,1.0573771243395425,ATENÇÃO,OPENDSS
520,4000.0,900.0,500.0,675,1.0,1.0465566010760377,1.056678262636567,ATENÇÃO,OPENDSS
521,4000.0,900.0,750.0,675,1.0,1.0452702884617993,1.0556701053430302,ATENÇÃO,OPENDSS
522,4000.0,900.0,1000.0,675,1.0,1.0439870094004733,1.054648515918646,ATENÇÃO,OPENDSS
523,4000.0,900.0,1250.0,675,1.0,1.0491767244385408,1.0536169771768003,ATENÇÃO,OPENDSS
524,4000.0,900.0,1500.0,675,1.0,1.04793400185747,1.05239073927048,ATENÇÃO,OPENDSS
525,4000.0,900.0,1750.0,675,1.0,1.0467656419480598,1.0574962788910627,ATENÇÃO,OPENDSS
526,4000.0,900.0,2000.0,675,1.0,1.0448693989505173,1.0563945934460446,ATENÇÃO,OPENDSS
527,4000.0,1000.0,0.0,675,1.0,1.0426313134570546,1.0537586106745032,ATENÇÃO,OPENDSS
528,4000.0,1000.0,250.0,675,1.0,1.0481216271804614,1.052874878790581,ATENÇÃO,OPENDSS
529,4000.0,1000.0,500.0,675,1.0,1.0465566010760377,1.0516460000331638,ATENÇÃO,OPENDSS
530,4000.0,1000.0,750.0,675,1.0,1.0452702884617993,1.05690871596574,ATENÇÃO,OPENDSS
531,4000.0,1000.0,1000.0,675,1.0,1.0439870094004733,1.0562083450560324,ATENÇÃO,OPENDSS
532,4000.0,1000.0,1250.0,675,1.0,1.0491767244385408,1.0552050592081006,ATENÇÃO,OPENDSS
533,4000.0,1000.0,1500.0,675,1.0,1.04793400185747,1.0541893235492628,ATENÇÃO,OPENDSS
534,4000.0,1000.0,1750.0,675,1.0,1.0467656419480598,1.0531642911741563,ATENÇÃO,OPENDSS
535,4000.0,1000.0,2000.0,675,1.0,1.0448693989505173,1.0520687168526757,ATENÇÃO,OPENDSS
